# energy 	 res 	 eps
9.01396226e+03 -2.45529889e-03 1.00000000e-03
9.01433962e+03 1.05373166e-03 1.00000000e-03
9.01471698e+03 1.84831103e-03 1.00000000e-03
9.01509434e+03 5.94100218e-05 1.00000000e-03
9.01547170e+03 -1.33151041e-04 1.00000000e-03
9.01584906e+03 3.28933698e-04 1.00000000e-03
9.01622642e+03 -1.15452767e-03 1.00000000e-03
9.01660377e+03 4.70524595e-05 1.00000000e-03
9.01698113e+03 6.43860870e-04 1.00000000e-03
9.01735849e+03 5.26723938e-04 1.00000000e-03
9.01773585e+03 -5.78709305e-04 1.00000000e-03
9.01811321e+03 -1.46173808e-03 1.00000000e-03
9.01849057e+03 -5.05820468e-04 1.00000000e-03
9.01886792e+03 1.85635434e-03 1.00000000e-03
9.01924528e+03 -9.18216741e-04 1.00000000e-03
9.01962264e+03 9.52272030e-04 1.00000000e-03
9.02000000e+03 -1.66233535e-03 1.00000000e-03
